apartment_name,appartment_loc,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility
in Arya Elegance,"Jp Nagar, Konanakunte, Kanakapura Road",south,2,10+ Year Old,,1258 sq.ft,,75 Lac,"['Temple', 'Axis bank ATM', 'Canara bank ATM', 'Bank of india ATM', 'Bank of baroda ATM', 'State bank ATM', 'State bank of india ATM', 'Canara bank ATM', 'Canara bank ATM', 'Indian overseas bank ATM', 'Hdfc ATM', 'Canara bank ATM', ""Specialist's Dental Clinic"", 'Aikya Healthcare', 'Konanakunte Government Hospital', 'Metro Hospital', 'Metro Hospital Bengaluru Rural', 'Rajnandani Hospital Bangalore', 'Soudhamini Kalyana Mantapa', 'Arpitha Medicals', 'Shyamala Medicals', 'Indian Oil Corporation', 'Bank of india city engineering college branch', 'Corporation bank', 'State bank of india', 'Canara bank', 'Shiva Bar', 'Karanth Upahar', 'Sindhoor', 'Vasudev Adigas', 'Kabab Mehal', 'Surabhi Veg', 'Kai Ruchi', 'Thindi Potha', 'Ammys Biriyani', 'Athithi Grand', 'Snowora - Korean Snow Desert', 'Kammavari Sangha Institute of Technology', 'GKHPS Hari Nagar', 'Hani Foundation Montessori', 'GULPS Hari Nagar', 'Srinidhi Public School', 'Insight Academy', 'GHPS', 'Rays Academy For Learning', 'NIIT', 'Ennar School Aadithya Nagar Kothanur', 'RMS International School', 'Grow Square Technologies', 'MOA Engineering']",
in Provident Rays of Dawn,"Mysore Road, Bangalore",south,2,0 to 1 Year Old,,750 sq.ft,883 sq.ft,47 Lac,"['Muneshwara temple', 'Asirvanam Benedict Church', 'Rajarajeshwari Hospital and Medical College', 'The Patterns Club', 'Sneha Jyoti Oldage home', 'IBS business school']","['Intercom Facility', 'Lift(s)', 'Feng Shui / Vaastu Compliant', 'Swimming Pool', 'Park', 'Security Personnel', 'Maintenance Staff', 'Club house / Community Center', 'Fitness Centre / GYM', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre']"
in IVR Thyme Park,"Jigani, Bangalore",south,2,5 to 10 Year Old,,,1053 sq.ft,55 Lac,,"['Security / Fire Alarm', 'Lift(s)', 'Park']"
"Keya The Lake Terraces Electronics City Phase 1, Bangalore","Electronics City Phase 1, Bangalore",south,2,Under Construction,,,1188 - 1240 sq.ft,97.97 L - 1.02 Cr+ Charges,,"['Gymnasium', 'Club House', 'Lounge', 'Terrace Garden', 'Swimming Pool', 'Mini Theatre', 'Badminton Court', 'Jogging Track', 'Creche/Day Care']"
"Mars Planet Hosakerehalli, near Raja Rajeshwari Nagar","Hosakerehalli, near Raja Rajeshwari Nagar",south,2,Under Construction,,,1194 - 1318 sq.ft,1.07 - 1.19 Cr+ Charges,"[('hosakerehalli lake', '650m'), ('hrushikesh school', '1.4km'), ('pes university', '2km'), ('vinayaka hospital', '3.1km'), ('nice bangalore mysore expressway', '2.9km'), ('gopalan arcade mall', '4.2km'), ('rajarajeshwari nagar', '4.6km'), ('nayandahalli railway station', '5km'), ('th cross rd', '10km'), ('kempegowda intl airport', '40.5km')]","['CCTV Camera Security', 'Gymnasium', 'Club House', 'Indoor Games', 'Swimming Pool', 'Park', 'Car Parking', 'Internal Street Lights', 'Open Space']"
"Sobha Royal Pavilion Hadosiddapura, Chikkakannalli, Bangalore","Hadosiddapura, Chikkakannalli, Bangalore",south,2,Ready To Move,,,1300 - 1506 sq.ft,2.08 - 2.41 Cr+ Charges,"[('cmr gandhi public school', '120m'), ('karmelaram railway', '1.5 kms'), ('t jeromes college', '2.2 km'), ('vemana hospital', '2.7 km'), ('market square mall sarjapur road', '4.6 kms'), ('h ', '355.9 km'), ('atal bihari vajpayee stadium', '9 km'), ('hosa road metro station', '10.3 km'), ('itc gardenia', '18.6 km'), ('bengaluru golf club', '18.9 km'), ('kempegowda international airport', '51.6 km')]","['Gymnasium', 'Club House', ""Children's Play Area"", 'Swimming Pool', 'Mini Theatre', 'Park', 'Jogging Track', 'Amphitheatre', 'Creche/Day Care']"
"Ragam Melodies Begur, Bangalore","Nataraja Layout, 7th Phase JP Nagar",south,2,Under Construction,,,1105 - 1160 sq.ft,65.19 - 68.44 L+ Charges,,"['24x7 Security', ""Children's Play Area"", 'Gymnasium', 'Swimming Pool', 'Park', 'Multipurpose Hall', 'Car Parking', 'Vastu Compliant', 'Jogging Track']"
"GR Samskruthi Sarjapura Attibele Road, Bangalore","Begur, Bangalore",south,2,Under Construction,,,,59.13 L+ Charges,"[('sh ', '3540 m'), (' attibele', '5.3 km'), ('jnana jyoti public school', '6.9 kms'), ('rt mall', '9.6 km'), ('anthivadi stadium', '11.1 km'), ('heelalige railway station', '11.3 km'), ('moreh university', '11.4 km'), ('hebbagodi metro station', '13.7 km'), ('hosur it park', '13.7 km'), ('kempegowda international airport', '58.9 km')]","[""Children's Play Area"", 'Gymnasium', 'Club House', 'Lounge', 'Swimming Pool', 'Barbecue', 'Yoga/Meditation Area', 'Cafeteria', 'Gazebo']"
in Sobha Brooklyn Towers,"Hosur Road, Bangalore",south,2,29-Jul,800 sq.ft,,1007 sq.ft,1.26 Cr,"['Bommasandra Metro Station', 'Medhini Arcade', 'National Highway 48', 'Jnana Jyoti Public School', 'Alliance University', 'Athreya Hospital', 'Kempegowda International Airport', 'Anekal railway station', 'Vyom Technosoft Pvt Ltd', 'The Oterra Hotel', 'Clover Greens Golf Course and Resort', 'Anthivadi Stadium']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking', 'Club house / Community Center']"
"Jains Aashraya Basavanapura, Bannerghatta Road","Sarjapura Attibele Road, Bangalore",south,2,Ready To Move,,,1086 - 1101 sq.ft,77 - 78.06 L+ Charges,"[('sherwood high school', '400 m'), ('', '1.1 km'), ('amc engineering college', '1.6 km'), ('vijayashree hospitals', '1.6 km'), ('nextcoworks office space', '3.6 km'), ('royal meenakshi mall', '3.8 km'), ('kempegowda indoor stadium', '5.9 km'), ('nice road metro station', '8.7 km'), ('le foliage by tgi hotel', '9.1 km'), ('ksr bengaluru city junction', '18.2 km'), ('kempegowda international airport', '49.8 km')]","[""Children's Play Area"", 'Gymnasium', 'Club House', 'Volley Ball Court', 'Swimming Pool', 'Park', 'Basketball Court', 'Yoga/Meditation Area', 'Jogging Track']"
"SDMV Elite Electronic City, Bangalore","Basavanapura, Bannerghatta Road",south,2,Under Construction,880 - 1200 sq.ft,,,50.16 - 68.4 L+ Charges,"[('brookfield high school', '1.0 kms'), ('uvidya college', '3.9 kms'), ('pringleaf hospital', '5.2 km'), ('kempegowda international airport', '24.6 km'), ('heelalige railway station', '3.1 kms'), ('br lucky mall', '3.4 km'), ('nh ', '443.3 km'), ('infosys golf course', '7.0 kms'), ('venska design hotels', '6.8 km')]","[""Children's Play Area"", 'Gymnasium', 'Business Lounge', 'Multipurpose court', 'Swimming Pool', 'Multipurpose Hall', 'Yoga/Meditation Area', 'Jogging Track', 'Cricket Pitch']"
"Godrej Eternity Kanakapura Road, Bangalore","Electronic City, Bangalore",south,2,Ready To Move,757 - 894 sq.ft,,,1.04 - 1.24 Cr+ Charges,"[('thalagattapura metro station', '3.2kms'), ('mvn school', '3.7km'), ('mathru hospital', '3.7km'), (' vakil garden city', '6.1km'), ('jv complex', '6.5km'), ('dayananda sagar university', '8.8km'), ('bengaluru city railway station', '22.4km'), ('kempegowda international airport', '67.9km')]","['Gymnasium', 'Club House', ""Children's Play Area"", 'Swimming Pool', 'Mini Theatre', 'Theatre', 'Park', 'Jogging Track', 'Creche/Day Care']"
in Godrej Eternity,"Kanakapura Road, Bangalore",south,2,1 to 5 Year Old,1309 sq.ft,,,1.49 Cr,"['Thalagattapura Metro Station', 'JV Complex', 'NH 48 Vakil Garden City', 'Smvn School', 'Dayananda Sagar University', 'Mathru Hospital', 'Kempegowda International Airport', 'Bengaluru City Railway Station']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']"
"SGR Havish 7th Phase JP Nagar, Bangalore","Kanakapura Road, Bangalore",south,2,Ready To Move,,,1095 - 1255 sq.ft,76.65 - 87.85 L+ Charges,"[('sky touch restarurant', '1km'), ('tasty tawa', '1.4kms'), ('hanghai court jp nagar', '1km'), ('thnadi chai', '850m'), ('padosi apke apne', '700m'), ('axis bank atm', '400m'), ('indusind bank atm', '700m'), ('canara bank atm', '34m'), ('union bank atm', '750m'), ('icici bank atm', '84m'), ('rajdhani hospital', '600ms'), ('ri sai ram hospital', '1.2km'), ('t r hospital', '2.5km'), ('tara day care hospital', '2km'), ('anitha hospital', '2km')]","['CCTV Camera Security', '24x7 Security', 'Power Back up Lift', 'Rain Water Harvesting', 'Lifts', 'Vastu Compliant', 'Car Parking', 'Piped Gas']"
in Dream Home Apartment,"Gottigere, Bannerghatta Road",south,2,1 to 5 Year Old,1087 sq.ft,1200 sq.ft,,3.1 Cr,"['Immaculate Conception Church', 'Islamia Institue Masjid', 'Bank of baroda ATM', 'Vijayashree Hospitals', 'Myo Medex - Ace Speciality Clinic', 'Banashankari Hospital', 'Narayana Nethralaya', 'Meenaakshi Convention Center', 'krishna medicals', 'Ramdev medicals', 'BMTC Bus Depot 34', 'Shell Petrol Bunk', 'Bharath Petroleum', 'Canara bank', 'South indian bank', 'Cinepolis', 'Kubera Biriyani Paradise', 'Guru Greens Family Restaurant', 'Sri Sai Sagar', 'Kalmane Koffees', 'Cafe Coffee Day', 'KFC', ""McDonald's"", 'Rajdhani Thali', 'TGIF', 'Aharam - The Food Court', 'Oye Amritsar', 'The Pint Room', ""Domino's Pizza"", 'GHPS Gottigere', 'Little Angels', 'Sudarshan Public School cbse Gottigere', 'Silicon Vally LPS', 'GHS', 'T John Institute of Technology', 'Sri Ramakrishna C E Kendra Gottigere', 'GLPS Pillagana Halli', 'Jnanajyothi HPS Nekarara Colony', 'Saint Francis Xavier HPS Chikkana Halli', 'GLPS Basavanapura', 'GHPS Jambusavari Dinne', 'GHPS Kembathhalli', 'Vidyakirana Public School Kothanur', 'GMPS Nekarara Colony', 'Jnanabindu Basavanapura', 'Orchids The International School', 'GHPS Venugopal Nagar', 'Islamia Institute of Technology', 'A E T School Sree Annapoornesh Kothanur', 'Classic Orchards Swimming Pool']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Natural Light', 'Internet/wi-fi connectivity', 'Airy Rooms', 'Spacious Interiors', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
in Hinduja Palm Grove Apartments,"Sarvabhouma Nagar, Outer Ring Road South",south,2,10+ Year Old,753 sq.ft,,1075 sq.ft,60 Lac,"['Shanimahatma Temple', 'Chikkalasandra Raghavendra Swami Mutt', 'Muneshwara Temple', 'Temple', 'Anjaneya Temple', 'Prasanna Ganapati Temple', 'Venkateshwara Temple', 'Icici bank ATM', 'Sbi state bank of india ATM', 'Axis bank ATM', 'Sbi ATM', 'Corporation bank ATM', 'Karnataka bank ATM', 'Hdfc bank ATM', 'C.S.Hospital', 'Maharaja Agrasen Hospital Bengaluru Urban', 'Akshay Dental care', 'Root & Crown Dental Care', 'Guru Raghavendra Clinic', 'Vinayaka Clinic', 'Nu Trust', 'Gowri Dental Clinic', 'GBY ENT Clinic', 'Bangalore Kidney Foundation - NU Hospital', 'Shraddha Eye Care', 'Hillside Hospital', ""Dr.Agarwal's Eye Hospital Ltd Padmanabha Nagar"", 'Guru Raghavendra Medical Store', 'Himalaya Medicals', 'Chikkalasandra Bus Stop', 'Kadirenahalli Petrol Pump', 'Total Auto Gas', 'Karnataka bank', 'Dominos', 'Uttarahalli Biriyani House', 'Masala', 'Masala', 'Srinidhi Fast Food', 'North Karanataka mess', 'South Grand', ""Kaggis' Bakery"", 'Shanthi Sagar', 'Kaappi', 'Vanani Bar and Restaurant', 'Goli', 'Ice Cafe', 'SLV', 'Kona Kafe', 'Bangalore International Public School', 'Prarthana School']","['Lift(s)', 'Natural Light', 'Airy Rooms']"
"Sri Garudadri Gardenia Kanakapura Road, Bangalore","7th Phase JP Nagar, Bangalore",south,2,Ready To Move,,,1000 - 1260 sq.ft,64.99 - 81.89 L+ Charges,"[('majestic', '14km'), ('central railway station', '12km'), ('k.r. market', '10km'), ('airport', '47km'), ('vajrahalli metro', '1.5km'), ('dodkalsandra metro', '2km')]","['CCTV Camera Security', ""Children's Play Area"", 'Gymnasium', 'Gated Community', 'Swimming Pool', 'Park', 'Multipurpose Hall', 'Vastu Compliant', 'Jogging Track']"
in Prakruthi Aria,"Doddakallasandra, Kanakapura Road",south,2,0 to 1 Year Old,1250 sq.ft,1300 sq.ft,1350 sq.ft,68 Lac,"['Bank of baroda ATM', 'State bank ATM', 'State bank of india ATM', 'Canara bank ATM', 'Axis bank ATM', 'Canara bank ATM', 'Bank of india ATM', 'Canara bank ATM', 'Indian overseas bank ATM', 'Hdfc ATM', 'Canara bank ATM', ""Specialist's Dental Clinic"", 'Konanakunte Government Hospital', 'Aikya Healthcare', 'Metro Hospital Bengaluru Rural', 'Metro Hospital', 'Rajnandani Hospital Bangalore', 'Soudhamini Kalyana Mantapa', 'Arpitha Medicals', 'Shyamala Medicals', 'Indian Oil Corporation', 'Corporation bank', 'State bank of india', 'Bank of india city engineering college branch', 'Canara bank', 'Shiva Bar', 'Karanth Upahar', 'Sindhoor', 'Surabhi Veg', 'Thindi Potha', 'Kai Ruchi', 'Ammys Biriyani', 'Vasudev Adigas', 'Kabab Mehal', 'Athithi Grand', 'GKHPS Hari Nagar', 'Hani Foundation Montessori', 'GULPS Hari Nagar', 'Srinidhi Public School', 'GHPS', 'Kammavari Sangha Institute of Technology', 'Insight Academy', 'NIIT', 'Ennar School Aadithya Nagar Kothanur', 'Rays Academy For Learning', 'RMS International School', 'GHPS Chunchana Gatta', 'Sri Sarathy English School Kothanur', 'Grow Square Technologies', 'MOA Engineering']",
in Provident Park Square,"Kanakapura Road, Bangalore",south,2,1 to 5 Year Old,612 sq.ft,,907 sq.ft,90 Lac,"['Thalagattapura Metro Station', 'NS plaza', 'JR Hive mall', 'NH 48', 'Yashasvi International School', 'Jnana Sweekar Public School', 'Bangalore University', 'Mathru Hospital', 'Ritu Hospital', 'Kempegowda International Airport', 'Kengeri Railway Station front']","['Water purifier', 'Centrally Air Conditioned', 'Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Private Garden / Terrace', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']"
"GR Green Line 7th Phase JP Nagar, Bangalore","Kanakapura Road, Bangalore",south,2,Ready To Move,,,1085 - 1180 sq.ft,86.8 - 94.4 L+ Charges,"[('green valley english school', '0.5 kms'), ('rms international school', '1.3 kms'), ('rajnandini hospital', '0.4 kms'), ('sri sai ram hospital', '1.3 kms'), ('kalyani magnum tech park', '3.9 kms'), ('global village tech park', '11.7 kms'), ('narayana pu college', '2.1 kms'), ('grapes garden', '0.8 kms'), ('rbi layout welfare association park', '1.4 kms'), ('royal meenakshi', '5 kms')]","['CCTV Camera Security', ""Children's Play Area"", 'Gymnasium', '24x7 Security', 'Swimming Pool', 'Park', 'Multipurpose Hall', 'Vastu Compliant', 'Car Parking']"
"DS Max Sukruth Chandapura, Bangalore","7th Phase JP Nagar, Bangalore",south,2,Under Construction,,,1061 sq.ft,37.46 - 42.44 L+ Charges,"[('v blooms d world school', '1.8 km'), ('mumbai highway', '2.5 km'), ('athreya hospital', '3.2 km'), ('indus global office space', '6.2 km'), ('upcoming bommasandra metro station', '7.4 km'), ('alliance university', '8.0 km'), ('bellandur railway station', '25.9 km'), ('kempegowda international airport', '60.5 km')]","[""Children's Play Area"", 'Gymnasium', 'Club House', 'Landscape Garden', 'Party Lawn', 'Gated Community', 'Swimming Pool', 'Multipurpose Hall', 'Car Parking']"
in Sobha Brooklyn Towers,"Hosur Road, Bangalore",south,2,25-Apr,835 sq.ft,,,1.05 Cr,"['Bommasandra Metro Station', 'Medhini Arcade', 'National Highway 48', 'Jnana Jyoti Public School', 'Alliance University', 'Athreya Hospital', 'Kempegowda International Airport', 'Anekal railway station', 'Vyom Technosoft Pvt Ltd', 'The Oterra Hotel', 'Clover Greens Golf Course and Resort', 'Anthivadi Stadium']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Water Storage', 'Park', 'Visitor Parking', 'Club house / Community Center']"
in Laasya Canopus,"Begur Road, Bangalore",south,2,25-May,,968 sq.ft,,69.87 Lac,"['Doddakallasandra', 'Easy Shopping mart', 'Uttarahalli Main Rd', 'NICE Bangalore Mysore Expressway', 'Brightway School', 'BMS College Women', 'Sagar Hospitals', 'Airport', 'BHCS Layout Park', 'Kengeri']",['Lift(s)']
in Sai Sadhan,"Electronics City Phase 1, Bangalore",south,3,1 to 5 Year Old,,,1520 sq.ft,63.08 Lac,"['Forum Mall', 'Christ Academy', 'Symbiosis', 'Ramakrishna Hospital', 'Infosys']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'Water Storage', 'Rain Water Harvesting']"
"JCSV Pride 8th Phase JP Nagar, Bangalore","8th Phase JP Nagar, Bangalore",south,3,Ready To Move,,,1616 - 1854 sq.ft,1.26 - 1.56 Cr+ Charges,"[('love of learning montessori school', '600m'), ('fortis international care', '3.1km'), ('royal meenakshi mall', '4km'), ('kengeri railway station', '20.5km'), ('thalagattapura metro station', '6.8km'), ('christ university', '11.4km'), ('asc golf course', '15.4km'), ('the leela palace bengaluru', '17.7km'), ('kempegowda international airport', '66.3km'), ('kempegowda indoor stadium', '6.5km'), ('vrs complex', '6.9km')]",
"Mantri Serenity Kanakapura Road, Bangalore","Kanakapura Road, Bangalore",south,3,Ready To Move,,,1275 - 1710 sq.ft,1.01 - 1.36 Cr+ Charges,"[('doddakallasandra metro station', '290m'), ('new divine public school', '450 m'), ('jv complex', '1.2kms'), ('amastha hospital', '2.3 km'), ('dayananda sagar university', '4.2km'), ('bengaluru city railway station', '13km'), ('nice bangalore mysore expressway', '13.5km'), ('kempegowda international airport', '68.1km')]","['Creche/Day Care', ""Children's Play Area"", 'Banquet Hall', 'Terrace Garden', 'Park', 'Gymnasium', 'Club House', 'Theatre', 'Swimming Pool']"
"Brillio At Brigade Valencia Banahalli, Bommasandra","Banahalli, Bommasandra",south,3,Under Construction,1202 sq.ft,,,1.22 - 1.82 Cr+ Charges,"[('mazumdar shaw medical center', '650 m'), ('nh48', '900 m'), ('manipal international school', '2.1 km'), ('heelalige rilway station', '2.2 km'), ('mazumdar shaw medical center', '700m'), ('iit bangalore', '6.7 km'), ('fortune summit it park', '15.4 km'), ('royal meenakshi mall', '16.6 km'), ('yelachenahalli metro station', '22.7 kms'), ('shri kanteerava outdoor stadium', '23.3 km'), ('kempegowda international airport', '56 km')]","[""Children's Play Area"", 'Yoga/Meditation Area', 'Terrace Garden', 'Football Ground', 'Gymnasium', 'Club House', 'Badminton Court', 'Aerobics Centre', 'Swimming Pool']"
"HM Indigo Kothnur, JP Nagar","Kothnur, JP Nagar",south,3,Ready To Move,,,1569 - 1719.3 sq.ft.,1.28 - 1.5 Cr+ Charges,"[('RV INSTITUTE OF TECHNOLOGY and mgmt', '2 km'), ('metro cash and carry', '3.7 km'), (' kanakapura rd', '3.8 km'), ('konanakunte cross metro station', '4.2 km'), ('decathlon bannerghatta', '4.5 km'), ('nh48', '4.5 km'), ('royal meenakshi mall', '4.8 km'), ('K S School of Engg mgmt', '5.9 kms'), ('sagar hospitals', '6 km'), ('fortis hospital bannerghatta rd', '6.3 km'), ('rms international school', '3km'), ('kempegowda international airport', '46.7km'), ('city railway station', '16.1km')]","[""Children's Play Area"", 'Banquet Hall', 'Amphitheatre', 'Jogging Track', 'Park', 'Theatre', 'Gymnasium', 'Club House', 'Swimming Pool']"
"Sattva Misty Charm Kanakapura Road, Bangalore","Kanakapura Road, Bangalore",south,3,Ready To Move,,,1254 - 1475 sq.ft,1.17 - 1.46 Cr+ Charges,"[('sri kumaran public school', '2.1 km'), ('nh48', '4 km'), ('purva zentech business park', '4 km'), ('forum mall south', '4 km'), ('vajarahalli metro station', '2.5 km'), ('christ university', '9.6 km'), ('cura hospitals', '4.4 km'), ('exhibtn', '12.7 km'), ('ucpe stadium', '13.9 km'), ('asc golf course', '18.1 km'), ('la marvella', '11.5 km'), ('kengeri railway station', '11.5 km'), ('kempegowda intl airport', '54.5 km')]","[""Children's Play Area"", 'Amphitheatre', 'Jogging Track', 'Park', 'Gymnasium', 'Club House', 'Basketball Court', 'Squash Court', 'Swimming Pool']"
"Raj High Gardens Hosur Road, Bangalore","Hosur Road, Bangalore",south,3,Under Construction,,,1480 - 1685 sq.ft,1.32 - 1.49 Cr+ Charges,"[('green dot international school', '2.7 kms'), ('unray multispecialty hospital', '4 kms'), ('rt mall', '4 km'), ('heelalige railway station', '5.6 km'), ('moreh university', '5.8 km'), ('nh44', '8.1 km'), ('hebbagodi metro station', '8.1 km'), ('biocon campus', '8.4 km'), ('the oterra hotel', '12.7 km'), ('kempegowda international airport', '60.6 km')]","['Skating Rink', 'Amphitheatre', 'Jogging Track', 'Yoga/Meditation Area', 'Gymnasium', 'Club House', 'Basketball Court', 'Badminton Court', 'Swimming Pool']"
