apartment_name,zone,bhk_type,construction_status,carpet_area,bulit_area,super_bulit_area,price_value,nearbylocation,facility,luxury_facility_scores,luxury_category,Latitude,Longitude,apartment_loc,price_per_sqft,price_range,area_range
ARVD Oasis,north,2,Relatively New,980.0,1100.0,1297.0,1.35,"['Nagasandra Metro Station', 'Orion Mall', 'NICE Ring Road (NH 48)', 'Christ University Yeshwanthpur Campus', ""St. Mary's Convent/High School"", 'Prakriya Hospitals', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Brigade Rubix Business Park', 'Taj Hotel Yeshwantpur, Bengaluru', 'Dr. Rajkumar Indoor Stadium']","['Security / Fire Alarm', 'Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Internet/wi-fi connectivity', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Low Density Society', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant', 'Shopping Centre', 'Fitness Centre / GYM', 'Club house / Community Center']",101.0,medium,13.0455,77.5055,Nagasandra,10408.63531,1Cr-1.5Cr,1000-1500 sqft
ARVD Skylands,north,2,Relatively New,,950.0,1057.0,1.05,"['The Galleria Mall', 'Jakkur Main Road', 'NH 44', 'Winmore Academy', 'Sapthagiri College of Engineering', 'K K Hospital', 'Kempegowda International Airport', 'KSR Bengaluru City Junction', 'Manyata Tech Park', 'Ramanashree California Resort']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Water purifier', 'Maintenance Staff', 'Water Storage', 'No open drainage around', 'Recently Renovated', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center']",121.0,medium,13.0755,77.6055,Jakkur,9933.774834,1Cr-1.5Cr,< 1000 sqft
ARVD Sowparnika,south,2,Moderatly Old,1000.0,1188.0,1338.88,0.67,"['Anjaneya Temple', 'Sri Rama Temple', 'Jamia Masjid', 'Temple', 'Cave Temple', 'Sai Baba Temple', 'Yes bank ATM', 'Axis bank ATM', 'South indian bank ATM', 'Sbi ATM', 'Axis ATM', 'Ing vysya bank ATM', 'Government Hospital', 'Apollo Pharmacy', 'Brahmi Ayurvedic Center', 'Rajashree Granthim hospital', 'Vasan Eye Care Hospital Bannergatta Road', 'Goldage Hospital', 'Trust', 'Bharat Petroleum', 'State bank of india', 'Central bank & atm', 'Central bank', 'State bank of india', 'Ujjivan bank', 'Canara bank', 'BGS NPS Auditorium', 'Ingu Tengu Restaurant', 'Aishwarya Parkland', 'S L V Bhavan', 'Athithi Andhra Style Restaurant', 'Pizza Hut', 'Bengaliana', ""Dadi's Dum Biryani"", 'Dominos', 'Zanghs Dynasty', 'GHPS Arakere', 'J P Vidyakendra School Arakere', 'Marry Immaculate School Arakere', 'Aecs Magnolia Maruthi Public School Arakere', 'Government School', 'Divya Jyothi HS Arakere', 'Dayana Memorial HPS Arakere', 'Euro Kids', 'Janak Vidyalaya Bommana Halli Cmc', 'Lords School', 'GMPS', 'Expresscion Solutions LLP', 'Transcend', 'BPL']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",22.0,low,12.8794,77.6027,Hulimavu,5004.1826,50L-1Cr,1000-1500 sqft
ARVDS Nethravati,south,3,Old,1413.0,1679.0,1892.23,0.68,"['Btm layout metro station', 'Kerala Mosque', 'Ganesha Temple', 'Deutsche bank ATM', 'Indusind bank ATM', 'Axis bank ATM', 'Icici ATM', 'Hdfc bank ATM', 'State bank of india ATM', 'Daivik Clinic', 'Srinivasa Dental Clinic', 'Nisa Multi Speciality Clinics', 'Kids Care Clinic', 'Anugraha Clinic', 'Ortho Centre Clinic', 'Marigold Hospital', 'Kareem ENT', 'Nandi Pharma', 'Apollo Pharmacy', 'MedPlus', 'Indian oil', 'Corporation bank', 'Sir m. visvesvaraya co-operative bank limited', 'Karnataka bank', 'Union bank of india', 'Rbl bank', 'Kotak mahindra bank', 'Bank of maharashtra', 'Icici bank', 'Hdfc bank', 'State bank of india', 'Sri Krishna Sagar', 'Dhansagar', 'Pizza Hut', 'Aramane Donne Biriyani', ""Domino's"", 'Frozen Bottle', 'Momo Mia', 'Udupi Garden', 'Punjabi Swag', 'Pathan Sir', 'Swadista Ahara', 'Laddoos', 'Chai Point', '99 Varieties Dosa', 'Play School', 'Sambhavam - Centre for Autism', 'first step', '3S Technologies & Automation Pvt. Ltd.', 'Calibre library']","['Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Piped-gas', 'Visitor Parking', 'Security Personnel', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Waste Disposal']",83.0,medium,12.8977,77.6027,Billekahalli,3593.643479,50L-1Cr,1500-2000 sqft
AWHO Sandeep Vihar,east,3,Moderatly Old,1350.0,1604.0,1807.71,1.8,"['Looking Good Furniture', 'Sri Devi Karumariamman Temple', 'Shree Ramakrishna Temple', 'Sri Sri Sri Muneshwara Swamy Temple', 'Jamma Masjid', 'Lady of Lourdes Chruch', 'Sri Devi Karumariamman Temple Mahadwara', 'Icici ATM', 'Andhra bank ATM', 'Hdfc ATM', 'Vasan Eye Care', 'Apoorva Dental Clinic', 'Sai Dental Clinic', 'Cure N Care Homoeopathic clinic', 'MedPlus', 'Apollo Pharmacy', 'V-Care Pharma', 'Pushpa Medicals', 'National Pharma', 'Avenue Pharma', 'Andhra bank', 'City union bank', 'Hdfc bank', 'Vijaya bank', 'Idfc first bank whitefield', 'Sowparnika Bakery And Sweets', 'The Marigold - Fine Dine', 'Mayuri', 'Five Star Chicken', 'Whitefield Dum Biriyani', 'Shri Lakshmi Vaibhava', ""Domino's Pizza"", 'Bangalore Mandarin', 'Punjabi Kitchen', 'Vindoos', 'Money Heist Bar & Restaurant', ""Glen's Bakehouse"", 'Moriz Restaurant', 'Refresh', 'Kideens', 'Viha', 'Indus Early Learning Centre', 'Delhi Public School', 'Daffodil Pre School', 'St. Thomas School', 'T.I.M.E Kids', 'Vivero International Preschool', 'Little Millenium', 'Vydehi School of Excellence', 'Maple Bear Canadian Pre-School']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Bank Attached Property', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Spacious Interiors', 'Low Density Society', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Club house / Community Center', 'Water softening plant']",114.0,medium,12.9875,77.7085,Whitefield,9957.349354,1.5Cr-2Cr,1500-2000 sqft
Aadhava Elite Homes K.Narayanapura,north,2,Under Construction,,1172.0,1304.0,0.45,"[('rashtrotthana vidya kendra', '1.9 km'), ('vibgyor high school', '4.4 km'), ('kristu jayanti college', '1 km'), ('elements mall', '3 km'), ('phoenix mall of asia', '7.2 km'), ('manipal hospital hebbal', '8.9 km'), ('aster cmi hospital', '9.6 km'), ('bengaluru international airport', '22.8 km'), ('yelahanka junction', '9.8 km')]","['Multipurpose Hall', 'Car Parking', 'Indoor Games', 'Banquet Hall', 'Community Hall', 'Jogging Track', 'Swimming Pool', ""Children's Play Area"", 'Gymnasium']",74.0,medium,13.0839,77.6277,Chokkanahalli,3450.920245,< 50L,1000-1500 sqft
Aakruti Amity,south,2,Moderatly Old,1110.0,1203.0,1210.0,0.75,"['Hebbagodi metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Vimalaya Hospital', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Cafe Coffee Day', 'Hotel Prashanth', 'Thirumala bar', 'Thali', 'Royal South Restaurant', 'Time Traveler sai Vishram Electronic', 'Sunshine', 'Ritz Electronic City', 'On The Rock Electronic City', 'Varvathi', 'New Punjabi Foodcorner', 'Urban Herbivore', 'Narayana Veg Treat', 'Hotel Food Zone', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Fitness Centre / GYM', 'Club house / Community Center']",79.0,medium,12.8355,77.6555,Shree Ananth Nagar Layout,6198.347107,50L-1Cr,1000-1500 sqft
Aakruti Amity Apartment,south,2,Moderatly Old,1000.0,1300.0,1465.1,0.64,"['Hebbagodi metro station', 'Huskur road metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Canara bank ATM', 'Axis bank ATM', 'Elite Canals Dental Clinic', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Sri Sai Clinic', 'Vimalaya Hospital', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'Bharat Petroleum', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'Thali', 'Cafe Coffee Day', 'Royal South Restaurant', 'KFC', 'Sunshine', 'Time Traveler sai Vishram Electronic', 'Thirumala bar', 'Hotel Prashanth', 'Varvathi', 'New Punjabi Foodcorner', 'Ritz Electronic City', 'On The Rock Electronic City', 'Pallavi restaurant', 'Thalassery Grand Cafe', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'Water Storage', 'Visitor Parking', 'Park', 'Security Personnel', 'Natural Light', 'Airy Rooms', 'Low Density Society', 'Fitness Centre / GYM', 'Waste Disposal', 'Club house / Community Center']",78.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,4368.302505,50L-1Cr,1000-1500 sqft
Aarena Guardiana,south,1,Relatively New,480.0,570.0,642.39,0.23,"['Hebbagodi metro station', 'Huskur road metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Canara bank ATM', 'Axis bank ATM', 'Elite Canals Dental Clinic', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Sri Sai Clinic', 'Vimalaya Hospital', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Indian Oil', 'Priyadarshini Petrol Gas Station', 'Bharat Petroleum', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'Thali', 'Cafe Coffee Day', 'Royal South Restaurant', 'KFC', 'Sunshine', 'Time Traveler sai Vishram Electronic', 'Thirumala bar', 'Hotel Prashanth', 'Varvathi', 'New Punjabi Foodcorner', 'Ritz Electronic City', 'On The Rock Electronic City', 'Pallavi restaurant', 'Thalassery Grand Cafe', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",57.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,3580.37952,< 50L,< 1000 sqft
Aarna Aplounder,south,3,New Property,1256.0,1492.0,1681.48,0.48,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Sunshine', 'On The Rock Electronic City', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",57.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,2854.628066,< 50L,1000-1500 sqft
Aarna Royal,south,2,Relatively New,,1012.0,1140.52,0.37,"['Hebbagodi metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Temple', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'JJ Hospitals', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Vimalaya Hospital', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Cafe Coffee Day', 'Thali', 'Royal South Restaurant', 'Time Traveler sai Vishram Electronic', 'Ritz Electronic City', 'Sunshine', 'On The Rock Electronic City', 'Varvathi', 'Narayana Veg Treat', 'Urban Herbivore', 'New Punjabi Foodcorner', 'Hotel Food Zone', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",115.0,medium,12.8567,77.5877,Ananth Nagar Phase 2,3244.134255,< 50L,1000-1500 sqft
Aarna Splendor,south,3,New Property,1266.0,1504.0,1695.01,0.48,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Sunshine', 'On The Rock Electronic City', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Visitor Parking']",34.0,low,12.8418,77.6461,Electronic City Phase 2,2831.8417,< 50L,1500-2000 sqft
Aarna Splendour,south,3,Relatively New,,1137.0,1265.0,0.52,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'On The Rock Electronic City', 'Sunshine', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Adyar Ananda Bhavan', 'Varvathi', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",48.0,low,12.8418,77.6461,Electronic City Phase 2,4110.671937,50L-1Cr,1000-1500 sqft
Aarna Sunrise,south,2,Relatively New,,899.0,1013.17,0.33,"['Hebbagodi metro station', 'Bommasandra metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Temple', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'JJ Hospitals', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Vimalaya Hospital', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Svasthir Care Centre', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'South indian bank', 'Cqtholic syrian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Cafe Coffee Day', 'Thali', 'Royal South Restaurant', 'Time Traveler sai Vishram Electronic', 'Ritz Electronic City', 'Sunshine', 'On The Rock Electronic City', 'Varvathi', 'Narayana Veg Treat', 'Urban Herbivore', 'New Punjabi Foodcorner', 'Hotel Food Zone', 'Ebenezer International School Bangalore', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve', 'Biocon']","['Security / Fire Alarm', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'High Ceiling Height', 'Maintenance Staff', 'False Ceiling Lighting', 'Water Storage', 'Separate entry for servant room', 'No open drainage around', 'Piped-gas', 'Visitor Parking', 'Swimming Pool', 'Park', 'Internet/wi-fi connectivity', 'Shopping Centre', 'Fitness Centre / GYM', 'Waste Disposal', 'Rain Water Harvesting', 'Water softening plant']",87.0,medium,12.8355,77.6555,Ananth Nagar Phase 2,3257.103941,< 50L,< 1000 sqft
Aarna Vintage,south,3,Relatively New,,1227.0,1365.0,0.61,"['Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Temple', 'Ebenzerer Chirch', 'Axis bank ATM', 'Canara bank ATM', 'JJ Hospitals', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Vimalaya Hospital', 'Goverment Veterinary Clinic', 'Bhumika Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'Hotel Prashanth', 'KFC', 'Thirumala bar', 'Ritz Electronic City', 'Cafe Coffee Day', 'Thali', 'Royal South Restaurant', 'Time Traveler sai Vishram Electronic', 'On The Rock Electronic City', 'Sunshine', 'Narayana Veg Treat', 'Urban Herbivore', 'Varvathi', 'New Punjabi Foodcorner', 'Hotel Food Zone', 'Ebenezer International School Bangalore', 'Bangalore College Of Engineering And Technology', 'Heelalige railway station', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited', 'Infosys Office', 'Tessolve']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Lift(s)', 'Maintenance Staff', 'Water Storage', 'Park', 'Visitor Parking']",22.0,low,12.8355,77.6555,Electronics City Phase 2,4468.864469,50L-1Cr,1000-1500 sqft
Aaspire Heights,east,2,Moderatly Old,,1159.0,1290.0,0.8,"['Mar Thoma Church', 'Hdfc bank ATM', 'Icici bank ATM', 'Pioneer advanced hair transplant centre', 'Mannat Fertility Clinic', 'Derma Solutions', '32 Smiles', 'Family Dental care', 'medplus', 'Trust Chemists & Druggists', 'Nandi Pharma', 'Chirayu medical shop', 'Navkar medicals', 'Icici bank', 'Icici atm bank', 'Innovative Multiplex', 'Punjabi Dawat', 'Mast Kalandar', 'Nandhana Palace', 'Meghana Foods', 'Purple Haze', 'Spice World', 'Yo China', ""Jimi's"", 'The Chettinad Restaurant', 'Absolute Barbecue', 'Chat over chutneys', 'Minakshi', 'Lamp', 'Kritunga Restaurant', 'Kingfisher Blue', 'Tandoori Junction', 'Palegars House Restaurant', 'Rajbhog', 'Nagarjuna', 'Tabla Restaurant', 'Nakshatra', 'Hyderabad Chefs', 'Goli Vada Pav', 'House of Spirit', 'KFC', 'Wareabouts Grill & Lounge', 'Rolls on wheels', '99 varieties of dosa', 'Star Ambur Biryani', 'Hotel Chettinadu Foods', 'Punjabi Tadka', 'Dr. Shyamala Reddy Dental College', 'Granite Rive Labs', 'ZoomCars']","['Power Back-up', 'Feng Shui / Vaastu Compliant', 'Intercom Facility', 'Lift(s)', 'Swimming Pool', 'Park', 'Fitness Centre / GYM', 'Club house / Community Center', 'Rain Water Harvesting']",110.0,medium,12.9516,77.699,Marathahalli,6201.550388,50L-1Cr,1000-1500 sqft
Abhee Siliconshe,east,2,Under Construction,,1132.0,1260.0,1.07,"[('karmelaram railway station', '2.9 km'), ('carmelaram theology college', '3.4 kms'), ('sh35', '3.4 km'), ('maya multispeciality hospital', '7.3 km'), ('vibgyor high school', '8.2 km'), ('divine workplace solutions pvt.ltd', '8.8 km'), ('virginia mall', '8.9 km'), ('radisson blu', '9.4 km'), ('nallur halli', '11.1 km'), ('karnataka golf association', '16.6 kms'), ('sri kanteerava outdoor stadium', '19.2 km'), ('kempegowda int. airport', '45.9 km')]","['Gymnasium', ""Children's Play Area"", 'Amphitheatre', 'Swimming Pool', 'Creche/Day Care', 'Jogging Track', 'Skating Rink', 'Park', 'Yoga/Meditation Area']",0.0,low,12.9505,77.7265,Mullur,8492.063492,1Cr-1.5Cr,1000-1500 sqft
Abhiman,south,3,Relatively New,,1177.0,1310.0,0.54,"['Bommasandra metro station', 'Hebbagodi metro station', 'Shri Chappara Vinaayaka Devara Gudi', 'Ganapathi Temple', 'Ebenzerer Chirch', 'Temple', 'Axis bank ATM', 'Canara bank ATM', 'Yashaayu Multi Speciality Ayurveda and Panchakarma Centre', 'JJ Hospitals', 'Elite Canals Dental Clinic', 'Sri Sai Clinic', 'Kottakkal Arya Vaidya Shaala', 'Pet Vet Shop', 'Anjaneya Homeo Care', 'Goverment Veterinary Clinic', 'Vimalaya Hospital', 'Bhumika Hospital', 'Svasthir Care Centre', 'Global Speciality Hospital', 'Sri Sudhindra Sabhangana', 'Apollo Pharmacy', 'SLV Medical and Chemist', 'Priyadarshini Petrol Gas Station', 'Indian Oil', 'Cqtholic syrian bank', 'South indian bank', 'Meat and Eat', 'Sweet Revenge', 'KFC', 'Hotel Prashanth', 'Thirumala bar', 'Ritz Electronic City', 'Time Traveler sai Vishram Electronic', 'Cafe Coffee Day', 'Sunshine', 'On The Rock Electronic City', 'Thali', 'Royal South Restaurant', 'Narayana Veg Treat', 'Urban Herbivore', 'Hotel Food Zone', 'MBR Dum Biryani County', 'Varvathi', 'Adyar Ananda Bhavan', 'Ebenezer International School Bangalore', 'BTL Institute of Technology', 'Jiffy Cable and Datacom', 'Moog Controls India Private Limited']","['Feng Shui / Vaastu Compliant', 'Security / Fire Alarm', 'Intercom Facility', 'Lift(s)', 'Maintenance Staff', 'Water Storage']",183.0,high,12.8418,77.6461,Electronic City Phase 2,4122.137405,50L-1Cr,1000-1500 sqft
