bulit_area,zone_east,zone_north,zone_south,zone_west,construction_status,bhk_type,luxury_category,price_value
0.10916936353829557,1.0,0.0,0.0,0.0,2.0,1.0,1.0,1.3
0.16677454153182308,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.35
0.11057173678532903,1.0,0.0,0.0,0.0,2.0,1.0,0.0,1.35
0.21240560949298815,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.6
0.1644012944983819,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.13
0.08985976267529666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.65
0.11434735706580368,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.95
0.14854368932038836,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.6
0.06882416396979504,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
0.20204962243797195,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.5
0.14379719525350595,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.13
0.12599784250269688,0.0,1.0,0.0,0.0,3.0,2.0,1.0,0.83
0.20215749730312838,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.2
0.16526429341963322,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.8
0.1632146709816613,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.26
0.2365695792880259,1.0,0.0,0.0,0.0,1.0,3.0,1.0,1.98
0.0960086299892125,0.0,1.0,0.0,0.0,2.0,1.0,1.0,0.72
0.04746494066882417,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.59
0.14573894282632147,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.65
0.39622437971952534,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.55
0.08338727076591154,0.0,0.0,0.0,1.0,4.0,1.0,1.0,0.7
0.14217907227615967,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.07
0.3422869471413161,1.0,0.0,0.0,0.0,0.0,3.0,1.0,3.6
0.42071197411003236,1.0,0.0,0.0,0.0,3.0,3.0,2.0,10.0
0.14811218985976268,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0
0.16677454153182308,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.65
0.10604099244875945,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.7
0.1772384034519957,0.0,1.0,0.0,0.0,1.0,2.0,1.0,1.7
0.11477885652642936,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.49
0.14250269687162892,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.8
0.09406688241639699,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.53
0.1773462783171521,0.0,1.0,0.0,0.0,4.0,2.0,1.0,1.65
0.17918015102481122,0.0,0.0,1.0,0.0,3.0,2.0,0.0,1.2
0.18932038834951456,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.3
0.16494066882416397,0.0,1.0,0.0,0.0,0.0,2.0,2.0,1.88
0.13387270765911544,1.0,0.0,0.0,0.0,2.0,1.0,2.0,0.77
0.11823085221143473,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.99
0.18662351672060412,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.1
0.15145631067961166,1.0,0.0,0.0,0.0,1.0,2.0,1.0,0.49
0.10798274002157499,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.83
0.11186623516720604,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.68
0.11003236245954692,0.0,0.0,1.0,0.0,3.0,1.0,1.0,0.75
0.13570658036677455,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.68
0.1825242718446602,0.0,1.0,0.0,0.0,3.0,2.0,1.0,1.15
0.11574973031283711,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.3
